Region,Total,Male,Female
KAKSINGIRI CENTRAL,"16,826","8,034","8,792"
NYAMARANDI,"3,793","1,827","1,966"
SINDO,"13,033","6,207","6,826"
KAKSINGIRI WEST,"15,123","7,396","7,727"
NYAMRISRA,"4,876","2,393","2,483"
RANG'WA EAST,"6,869","3,359","3,510"
RANG'WA WEST,"3,378","1,644","1,734"
RUMA,"5,157","2,582","2,575"
NYADENDA,"1,566",922,644
NYATOTO,"3,591","1,660","1,931"
GWASSI,"77,119","37,383","39,734"
GWASSI CENTRAL,"17,990","8,686","9,304"
KIABUYA,"4,111","1,987","2,124"
MAGUNGA,"3,071","1,494","1,577"
NYANCHA,"5,423","2,583","2,840"
SAMBA,"5,385","2,622","2,763"
GWASSI EAST,"11,111","5,451","5,659"
KIBWER,"5,348","2,660","2,687"
SEKA,"5,763","2,791","2,972"
GWASSI NORTH,"18,436","8,902","9,533"
KISAKU,"3,706","1,818","1,888"
KITAWA,"4,521","2,148","2,373"
MALONGO,"1,965",947,"1,018"
NYAGWETHE,"4,240","2,039","2,201"
UTERERE,"4,004","1,950","2,053"
GWASSI SOUTH,"10,202","4,872","5,330"
LWALA,"5,894","2,812","3,082"
OWICH,"4,308","2,060","2,248"
GWASSI WEST,"19,380","9,472","9,908"
NYANDIWA,"13,264","6,532","6,732"
TONGA,"6,116","2,940","3,176"
RUMA GAME PARK,29,29,-
RUMA GAME PARK,29,29,-
RUMA GAME PARK,29,29,-
MIGORI,"1,116,436","536,187","580,214"
AWENDO,"117,290","56,348","60,939"
AWENDO,"54,782","26,527","28,253"
AWENDO,"18,331","8,947","9,384"
KOMBOK NORTH,"7,369","3,504","3,865"
KOMBOK SOUTH,"10,962","5,443","5,519"
CENTRAL SAKWA,"9,179","4,404","4,775"
KAMAURE,"3,578","1,737","1,841"
KANYAGWALA,"3,925","1,866","2,059"
KASIDULA,"1,676",801,875
EAST SAKWA,"12,016","5,722","6,293"
EAST KOGELO,"3,457","1,627","1,829"
SOUTH KOGELO,"2,796","1,365","1,431"
WEST KOGELO,"5,763","2,730","3,033"
WAWARE,"15,256","7,454","7,801"
WAWARE,"8,951","4,434","4,516"
WAWARE CENTRAL,"2,297","1,074","1,223"
WAWARE NORTH,"4,008","1,946","2,062"
DEDE,"50,151","23,690","26,460"
KADERA KWOYO,"5,836","2,752","3,084"
KADERA KWOYO,"3,682","1,728","1,954"
KADERA KWOYO EAST,"2,154","1,024","1,130"
NORTH EAST SAKWA,"12,695","6,085","6,610"
KADERA LWALA,"8,601","4,086","4,515"
KANYASREGA,"4,094","1,999","2,095"
NORTH SAKWA,"5,664","2,665","2,999"
KAKMASIA EAST,"2,180","1,013","1,167"
KAKMASIA WEST,"3,484","1,652","1,832"
RABONDO,"5,111","2,390","2,720"
RABONDO,"5,111","2,390","2,720"
WEST SAKWA,"20,845","9,798","11,047"
KAMRESI,"7,862","3,624","4,238"
NORTH KANYAMGONY,"8,024","3,856","4,168"
SOUTH KANYAMGONY,"4,959","2,318","2,641"
MARIWA,"12,357","6,131","6,226"
SOUTH SAKWA,"8,345","4,094","4,251"
CENTRAL ALEGO,"2,673","1,270","1,403"
EAST ALEGO,"1,300",624,676
NYARAGO,"1,700",883,817
WEST ALEGO,"2,672","1,317","1,355"
WAUNDHA,"4,012","2,037","1,975"
WAUNDHA,"2,293","1,136","1,157"
WAUDHA WEST,"1,719",901,818
KURIA EAST,"96,872","46,969","49,894"
CHINATO,"20,683","10,119","10,563"
KEBAROTI,"2,725","1,386","1,339"
KEBAROTI,"2,725","1,386","1,339"
KOMOTOBO,"4,072","2,053","2,019"
KEBARISIA,"1,893",943,950
KOMOTOBO,"2,179","1,110","1,069"
NYABASI SOUTH,"3,846","1,872","1,973"
MOSWETO,"2,266","1,102","1,164"
NYAROHA,"1,580",770,809
NYABASI WEST,"4,134","1,984","2,150"
KEMAKOBA,"2,108","1,020","1,088"
NYABIKONGORI,"2,026",964,"1,062"
TEBESI,"5,906","2,824","3,082"
KEGONCHE,"2,483","1,158","1,325"
TEBESI,"3,423","1,666","1,757"
KEGONGA,"33,489","16,267","17,220"
MAETA,"10,274","5,012","5,261"
NYAITARA,"5,161","2,580","2,580"
SANCHAWA,"5,113","2,432","2,681"
NGURUNA,"5,876","2,894","2,982"
GETONGOROMA,"3,370","1,680","1,690"
GIRIGIRI,"2,506","1,214","1,292"
NYABASI CENTRAL,"5,086","2,338","2,748"
KEGONGA,"3,325","1,501","1,824"
NYAMANCHE,"1,761",837,924
NYABASI EAST,"4,673","2,297","2,375"
SAKURI,"1,649",814,835
NYAMAGONGWE,"3,024","1,483","1,540"
NYABASI NORTH,"7,580","3,726","3,854"
KUGITIMO,"3,436","1,678","1,758"
NYAMAGENGA,"4,144","2,048","2,096"
KWIHO,"16,484","7,945","8,537"
BWIREGE EAST,"3,969","1,870","2,099"
GAIRORO,"2,253","1,086","1,167"
MASANGORA,"1,716",784,932
GWITEMBE,"5,172","2,508","2,664"
GWITEMBE,"2,245","1,107","1,138"
SERONGA,"2,927","1,401","1,526"
SIABAI,"7,343","3,567","3,774"
MAKONGE,"3,710","1,833","1,877"
SIABAI,"3,633","1,734","1,897"
NTIMARU,"26,216","12,638","13,574"
BWIREGE CENTRAL,"8,963","4,242","4,721"
BONGEBO,"3,124","1,455","1,669"
NTIMARU,"5,839","2,787","3,052"
BWIREGE WEST,"9,028","4,399","4,625"
MAKARARANGWE,"6,104","2,969","3,134"
MATARE,"2,924","1,430","1,491"
ITONGO,"1,881",925,956
ITONGO,"1,189",594,595
SAGATI,692,331,361
WANGIRABOSE,"6,344","3,072","3,272"
TARAGAI,"2,035",968,"1,067"
WANGIRABOSE,"4,309","2,104","2,205"
KURIA WEST,"208,513","101,090","107,417"
IKEREGE,"29,906","14,678","15,228"
BUKIRA CENTRAL,"13,903","6,860","7,043"
GWIKONGE,"8,029","3,985","4,044"
KOMOMANGE,"5,874","2,875","2,999"
BUKIRA NORTH,"16,003","7,818","8,185"
IKEREGE,"4,766","2,305","2,461"
KIOMAKEBE,"3,643","1,804","1,839"
KURUTIYANGE,"7,594","3,709","3,885"
ISIBANIA,"44,229","21,477","22,750"
BUKIRA WEST,"33,999","16,477","17,521"
NYABIKAYE,"10,640","5,158","5,482"
NYAMAHARAGA,"23,359","11,319","12,039"
MAKERERO,"10,230","5,000","5,229"
NYAMETABURO,"5,179","2,543","2,636"
NYANG'ITI,"5,051","2,457","2,593"
KEHANCHA,"50,960","24,883","26,075"
BUKIRA EAST,"28,529","13,936","14,593"
IGENA,"22,194","10,836","11,358"
TARANG'ANYA,"6,335","3,100","3,235"
BUKIRA SOUTH,"10,541","5,169","5,372"
MASANGORA,"5,697","2,766","2,931"
NYAMOTAMBE,"4,844","2,403","2,441"
GOKEHARAKA,"11,890","5,778","6,110"
IHORE,"7,287","3,520","3,765"
NYAMARANYA,"4,603","2,258","2,345"
MABERA,"48,120","23,025","25,093"
BUGUMBE SOUTH,"12,933","6,335","6,598"
ISIBANIA,"6,584","3,219","3,365"
KOMOSOKO,"6,349","3,116","3,233"
BUNGUMBE WEST,"18,264","8,761","9,501"
IRAHA,"3,305","1,597","1,708"
MOHETO.,"3,659","1,764","1,895"
NGOCHONI,"11,300","5,400","5,898"
TAGARE,"16,923","7,929","8,994"
MABERA,"10,948","5,132","5,816"
NGISIRU,"5,975","2,797","3,178"
MASABA,"35,298","17,027","18,271"
BUGUMBE CENTRAL,"8,920","4,316","4,604"
GETONGANYA,"5,301","2,546","2,755"
NYANCHABO,"3,619","1,770","1,849"
BUGUMBE NORTH,"11,109","5,355","5,754"
MASABA,"5,950","2,876","3,074"
NYAMAGAGANA,"5,159","2,479","2,680"
BUNGUMBE EAST,"11,652","5,642","6,010"
NYANGOGE,"3,545","1,703","1,842"
NYANKORE,"8,107","3,939","4,168"
KOMBE,"3,617","1,714","1,903"
KOMBE,"2,011",952,"1,059"
SAGEGI,"1,606",762,844
NYATIKE,"176,162","83,989","92,164"
GOT KACHOLA,"30,561","14,489","16,072"
AMOYO CENTRAL,"4,253","1,968","2,285"
AMOYO,"4,253","1,968","2,285"
ANEKO,"3,442","1,678","1,764"
ANEKO,"3,442","1,678","1,764"
GOD BONDO LOWER KANYARWANDA,"8,569","4,106","4,463"
CENTRAL KANYARWANDA,"3,084","1,491","1,593"
LOWER KANYARWANDA,"2,303","1,113","1,190"
WEST KANYARWANDA,"3,182","1,502","1,680"
SOUTH KADEM,"6,117","2,849","3,268"
EAST KANYARWANDA,"3,189","1,448","1,741"
ONGOCHE,"2,928","1,401","1,527"
WEST KADEM,"8,180","3,888","4,292"
WINAM,"8,180","3,888","4,292"
KALER,"20,833","9,933","10,900"
EAST KADEM,"4,363","2,056","2,307"
BANDE,"4,363","2,056","2,307"
KALER,"11,675","5,555","6,120"
KIASA,"6,664","3,104","3,560"
OLASI,"5,011","2,451","2,560"
NYANDAGO CENTRAL,"4,795","2,322","2,473"
NYANDAGO,"4,795","2,322","2,473"
KARUNGU,"41,272","19,667","21,604"
CENTRAL KARUNGU,"8,924","4,243","4,681"
BONGU,"4,282","2,052","2,230"
OTATI,"3,049","1,432","1,617"
RAGA,"1,593",759,834
CENTRAL OKAYO,"3,317","1,568","1,749"
OKAYO,"2,128",992,"1,136"
UNGOE,"1,189",576,613
EAST KARUNGU,"5,670","2,699","2,970"
ALENDO,"2,810","1,337","1,473"
MISIWI,"2,860","1,362","1,497"
KARUNGU WEST,"6,811","3,261","3,550"
GUNGA,"6,811","3,261","3,550"
SORI,"11,570","5,492","6,078"
SORI,"11,570","5,492","6,078"
SOUTH EAST KARUNGU,"4,980","2,404","2,576"
ADUGO,"3,178","1,522","1,656"
NGIRA,"1,802",882,920
MUHURU,"27,057","13,108","13,947"
CENTRAL MUHURU,"12,709","6,095","6,612"
KIKONG'O,"2,102","1,025","1,077"
NYABOMO,"5,465","2,650","2,813"
SUMBA,"5,142","2,420","2,722"
EAST MUHURU,"5,015","2,418","2,597"
TAGACHE,"3,501","1,712","1,789"
WINJO,"1,514",706,808
SOUTH EAST MUHURU,"2,966","1,398","1,568"
IBENCHO,"1,036",485,551
NYAKONDO,"1,930",913,"1,017"
WEST MUHURU,"6,367","3,197","3,170"
KITHII,"3,281","1,605","1,676"
MIGINGO,"1,351",733,618
NYANCHA,"1,735",859,876
NYATIKE,"56,439","26,792","29,641"
BALA CENTRAL,"4,356","2,031","2,325"
BALA,"2,611","1,192","1,419"
UPPER BALA,"1,745",839,906
CENTRAL KADEM,"9,252","4,489","4,763"
AGENG'A,"1,311",613,698
EAST KANYUOR,"2,222","1,117","1,105"
KARAPOLO,"5,719","2,759","2,960"
GOT ORANGO CENTRAL,"3,880","1,830","2,050"
GOT ORANGO,"1,749",815,934
OWICH,"2,131","1,015","1,116"
LOWER CENTRAL KADEM,"9,141","4,340","4,800"
KAKELO KAKOTH,"5,019","2,356","2,662"
LOWER KARAPOLO,"1,764",816,948
WEST KANYUOR,"2,358","1,168","1,190"
MAGUNGU CENTRAL,"2,972","1,396","1,576"
DIRUMA,"1,494",695,799
MAGUNGU,"1,478",701,777
MIKEI,"11,019","5,203","5,815"
KALANGI,"6,760","3,186","3,574"
MIKEI CENTRAL,"4,259","2,017","2,241"
NORTH EAST KADEM,"8,420","3,936","4,480"
KIWIRO,"1,995",948,"1,047"
OKENGE,"2,694","1,257","1,437"
ORANGO,"1,921",904,"1,013"
THIM LICH,"1,810",827,983
NORTH KADEM,"2,610","1,237","1,373"
LOWER MAGUNGU,"1,178",577,601
LWANDA TOWNSHIP,"1,432",660,772
SOUTH EAST KADEM,"4,789","2,330","2,459"
NYATIKE,"4,789","2,330","2,459"
RONGO,"124,587","59,257","65,329"
CHIMGIWADU,"44,162","21,440","22,721"
SOUTH KAMAGAMBO,"18,898","9,235","9,663"
KAMRERI,"3,231","1,571","1,660"
NORTH KANYAJUOK,"10,909","5,389","5,520"
SOUTH KANYAJUOK,"4,758","2,275","2,483"
SOUTH WEST KAMAGAMBO,"12,283","5,958","6,324"
KANYAWANGA,"6,354","3,074","3,279"
KANYIMACH,"5,929","2,884","3,045"
WEST KAMAGAMBO,"12,981","6,247","6,734"
EAST KANYAMAMBA,"4,669","2,263","2,406"
KANGESO,"3,646","1,757","1,889"
WEST KANYAMAMBA,"4,666","2,227","2,439"
RONGO,"80,425","37,817","42,608"
CENTRAL KAMAGAMBO,"38,326","18,014","20,312"
KABUORO,"8,911","4,209","4,702"
KANYINGOMBE,"5,046","2,403","2,643"
KODEROBARA,"5,737","2,703","3,034"
RONGO TOWNSHIP,"12,889","5,980","6,909"
KAMKUYU,"5,743","2,719","3,024"
EAST KAMAGAMBO,"10,435","4,879","5,556"
KAGORO,"3,138","1,505","1,633"
KANYADIETO,"5,568","2,563","3,005"
KONG'UDI,"1,729",811,918
NORTH EAST KAMAGAMBO,"11,814","5,507","6,307"
KAMBIJA,"3,427","1,621","1,806"
KOLUOCH,"3,490","1,629","1,861"
KONGOMA,"4,897","2,257","2,640"
NORTH KAMAGAMBO,"19,850","9,417","10,433"
KAMEJI,"4,980","2,395","2,585"
NORTH KAMWANGO,"7,753","3,698","4,055"
SOUTH KAMWANGO,"7,117","3,324","3,793"
SUNA EAST,"122,674","58,977","63,694"
SUBA CENTRAL,"87,528","42,112","45,415"
SUNA CENTRAL,"25,768","12,328","13,440"
WASWETA I,"25,768","12,328","13,440"
SUNA EAST,"10,329","4,953","5,376"
OSINGO NORTH,"6,474","3,121","3,353"
OSINGO SOUTH,"3,855","1,832","2,023"
SUNA NGEGE,"9,627","4,626","5,000"
MAPERA,"4,182","2,004","2,178"
NGEGE,"5,445","2,622","2,822"
SUNA NORTH,"17,433","8,426","9,007"
LOWER KAKRAO,"9,828","4,771","5,057"
UPPER KAKRAO,"7,605","3,655","3,950"
SUNA NYABISAWA,"13,089","6,352","6,737"
KIRENGO,"6,323","3,102","3,221"
NYAMANGA,"6,766","3,250","3,516"
SUNA OTACHO,"11,282","5,427","5,855"
ANJEGO,"7,607","3,674","3,933"
NYARONGI,"3,675","1,753","1,922"
SUBA EAST,"35,146","16,865","18,279"
GOD JOPE,"12,014","5,776","6,236"
MANYATTA,"6,785","3,230","3,555"
WASIO,"5,229","2,546","2,681"
KWA,"9,535","4,529","5,006"
KWA,"9,535","4,529","5,006"
SUNA RABUOR,"4,301","2,118","2,183"
ONGUO,"4,301","2,118","2,183"
SUNA SAGEGI,"5,150","2,465","2,685"
REMO,"2,722","1,312","1,410"
SAGEGI A,"2,428","1,153","1,275"
UPPERSUNA,"4,146","1,977","2,169"
GOD NGOCHE,"1,743",832,911
OGWEDHI,"2,403","1,145","1,258"
SUNA WEST,"128,890","61,430","67,459"
MUBACHI,"12,934","6,319","6,614"
SUNA WASIMBETE,"12,934","6,319","6,614"
KITABAYE,"3,054","1,505","1,548"
LOWER MUBACHI,"2,927","1,421","1,506"
MUBACHI,"1,373",675,698
NYAMARAGA,"5,580","2,718","2,862"
SUBA RAGANA,"44,560","21,218","23,342"
SUNA RAGANA,"44,560","21,218","23,342"
LOWER MARINDI,"10,497","5,047","5,450"
ORUBA,"28,301","13,430","14,871"
UPPER MARINDI,"5,762","2,741","3,021"
SUBA WEST,"68,178","32,353","35,825"
SUNA LOWER,"17,400","8,308","9,092"
MASARA,"7,680","3,680","4,000"
MUKURO,"4,614","2,228","2,386"
NYASOKO,"5,106","2,400","2,706"
SUNA RAHA,"13,001","6,178","6,823"
GOD KWER,"7,079","3,361","3,718"
WIGA,"5,922","2,817","3,105"
SUNA SOUTH,"26,066","12,326","13,740"
SAGERO,"9,590","4,543","5,047"
WASWETA II,"16,476","7,783","8,693"
SUNA WEST,"11,711","5,541","6,170"
GIRIBE,"5,418","2,582","2,836"
KOPANGA,"6,293","2,959","3,334"
SUBA WIGA,"3,218","1,540","1,678"
SUNA MUKURO,"3,218","1,540","1,678"
MARABIKO,"3,218","1,540","1,678"
URIRI,"141,448","68,127","73,318"
OYANI,"56,324","27,380","28,944"
CENTRAL KANYAMKAGO,"7,253","3,504","3,749"
KAWERE II B,"7,253","3,504","3,749"
EAST KANYAMKAGO,"16,281","7,979","8,302"
ARAMBE,"7,804","3,809","3,995"
THIM JOPE,"6,552","3,211","3,341"
BENGA,"1,925",959,966
SOUTH KANYAMKAGO,"18,409","8,929","9,480"
BWARE,"10,285","4,982","5,303"
KAMSAKI,"8,124","3,947","4,177"
SOUTH EAST KANYAMKAGO,"14,381","6,968","7,413"
GOT URIRI,"6,458","3,087","3,371"
LWALA,"6,444","3,168","3,276"
ORUBA,"1,479",713,766
URIRI,"54,211","25,945","28,264"
CENTRAL KANYAMKAGO,"14,716","7,086","7,630"
CENTRAL KAWERE RATENG',"4,048","1,980","2,068"
EAST KAWERE RATENG',"4,895","2,350","2,545"
NYAOBE,"3,565","1,672","1,893"
WEST KAWERE RATENG',"2,208","1,084","1,124"
KAMGUNDHO,"12,516","5,853","6,661"
KAMGUNDHOI,"2,985","1,435","1,550"
KAMGUNDHO II,"5,906","2,721","3,185"
NYAMASARE,"3,625","1,697","1,926"
NORTH KANYAMKAGO,"10,797","5,132","5,665"
KATIENO I,"5,443","2,621","2,822"
KATIENO II,818,380,438
KOMENYA MASOGE,"1,869",902,967
RAPOGI TOWN,"2,667","1,229","1,438"
WEST KANYAMKAGO,"16,182","7,874","8,308"
KAJULU I,"5,218","2,572","2,646"
KAJULU I B,"4,490","2,181","2,309"
KAJULU II,"6,474","3,121","3,353"
WEST KANYAMKAGO,"19,921","9,677","10,244"
LOWER WEST KANYAMKAGO,"8,769","4,263","4,506"
KAJULU II B,"8,769","4,263","4,506"
WEST KANYAMKAGO,"4,764","2,342","2,422"
CENTRAL KAJULU,"4,764","2,342","2,422"
UPPER WEST KANYAMKAGO,"6,388","3,072","3,316"
NYAMAGE,"6,388","3,072","3,316"
RAPOGI,"10,992","5,125","5,866"
KOMENYA,"1,990",908,"1,082"
KOMENYA NORTH,"1,990",908,"1,082"
NORTH KANYAMKAGO,"9,002","4,217","4,784"
WEST KATIENO II,"9,002","4,217","4,784"
KISII,"1,266,860","605,784","661,038"
ETAGO,"83,787","40,137","43,647"
ETAGO,"40,109","19,085","21,021"
CHITAGO,"13,451","6,433","7,017"
AMAKARA,"9,708","4,645","5,062"
BOIGE,"3,743","1,788","1,955"
KABIERO,"10,852","5,133","5,719"
BOTABORI,"6,503","3,040","3,463"
KIAGWARE,"4,349","2,093","2,256"
S.M BORABU,"15,806","7,519","8,285"
MONIANKU,"5,472","2,651","2,821"
NYAMONDO,"10,334","4,868","5,464"
MOTICHO,"43,678","21,052","22,626"
GETENGA,"16,535","7,943","8,592"
BOSAGA,"1,535",733,802
MUMA,"7,349","3,571","3,778"
NYARAMBA,"7,651","3,639","4,012"
NDONYO,"5,619","2,711","2,908"
RUORA,"2,888","1,384","1,504"
SARE,"2,731","1,327","1,404"
NYANSAKIA,"11,284","5,444","5,840"
EBURI,"4,321","2,112","2,209"
NYATARO,"6,963","3,332","3,631"
OTENDO,"10,240","4,954","5,286"
NYABERA,"10,240","4,954","5,286"
GUCHA,"83,740","39,631","44,108"
OGEMBO,"64,072","30,286","33,785"
BOOCHI CHACHE,"17,366","8,192","9,174"
BOOCHI,"8,170","3,879","4,291"
MANGERE,"9,196","4,313","4,883"
KANYIMBO,"11,165","5,250","5,915"
BUYONGE,"3,098","1,446","1,652"
KANYIMBO,"8,067","3,804","4,263"
KEBERE,"7,693","3,636","4,057"
KEBERE,"3,841","1,786","2,055"
MATONGO,"3,852","1,850","2,002"
MACHOGE CHACHE,"13,974","6,541","7,432"
GAKERO,"4,933","2,313","2,620"
MISESI,"9,041","4,228","4,812"
TENDERE,"13,874","6,667","7,207"
KERAGIA,"6,867","3,267","3,600"
NYANSAKIA,"7,007","3,400","3,607"
SENGERA,"19,668","9,345","10,323"
SENGERA,"19,668","9,345","10,323"
KINENI,"6,746","3,186","3,560"
NYAISERO,"12,922","6,159","6,763"
GUCHA SOUTH,"83,623","40,022","43,598"
NYAMARAMBE,"48,973","23,331","25,639"
GETONO,"10,513","4,996","5,517"
BOMONYAMA,"7,040","3,309","3,731"
NDURU,"3,473","1,687","1,786"
MARONGO,"10,586","5,060","5,525"
IKORO,"6,420","3,040","3,379"
NYAKORERE,"4,166","2,020","2,146"
NYAKEMBENE,"10,771","5,120","5,650"
BOIKANGA,"2,410","1,138","1,272"
EMESA,"4,508","2,147","2,361"
NYAGENKE,"3,853","1,835","2,017"
S. MUGIRANGO CENTRAL,"17,103","8,155","8,947"
BOGETENGA,"11,874","5,668","6,206"
NYANSORE,"5,229","2,487","2,741"
TABAKA,"34,650","16,691","17,959"
BOMONYARA,"9,466","4,661","4,805"
IRINGA,"3,965","1,975","1,990"
NYATIKE,"5,501","2,686","2,815"
BOSINANGE,"13,734","6,518","7,216"
BOMBURE,"7,295","3,394","3,901"
BONYAGWANDA,"6,439","3,124","3,315"
S. MUGIRANGO CHACHE,"11,450","5,512","5,938"
BOKIMAI,"4,935","2,386","2,549"
BOMWARE/BOTABORI,"6,515","3,126","3,389"
KENYENYA,"131,740","62,859","68,878"
IBENCHO,"19,109","9,080","10,028"
BOSOTI,"8,383","3,910","4,473"
BOSOTI,"5,659","2,632","3,027"
NYABIOTO,"2,724","1,278","1,446"
IBENCHO,"10,726","5,170","5,555"
MOGAMBI,"4,636","2,232","2,403"
ONSEKA,"6,090","2,938","3,152"
KENYENYA,"35,929","17,265","18,663"
BOKIMONGE,"11,648","5,626","6,022"
BOKIMONGE,"6,922","3,344","3,578"
KIRU,"4,726","2,282","2,444"
KENYENYA,"15,704","7,535","8,168"
KENYENYA,"8,310","4,012","4,297"
KERONGORORI,"7,394","3,523","3,871"
MAJOGE MASABA,"8,577","4,104","4,473"
NYABITUNWA,"4,494","2,142","2,352"
RIONKINOO,"4,083","1,962","2,121"
MAGENA,"43,559","20,877","22,682"
BOMBABA EAST,"18,173","8,687","9,486"
MAGENA,"9,462","4,503","4,959"
MOGONGA,"8,711","4,184","4,527"
BOOCHI BORABU,"9,053","4,280","4,773"
EMESA,"4,539","2,154","2,385"
NYAMESOCHO,"4,514","2,126","2,388"
MAJOGE BORABU,"9,249","4,487","4,762"
KIANGO,"3,865","1,850","2,015"
IGORERA,"5,384","2,637","2,747"
RITEMBU,"7,084","3,423","3,661"
ICHUNI,"4,223","2,049","2,174"
RITEMBU,"2,861","1,374","1,487"
MAGENCHE,"33,143","15,637","17,505"
MAGENCHE,"11,974","5,652","6,321"
IGWERA,"2,828","1,304","1,524"
MAGENCHE,"5,341","2,528","2,812"
NYAGENKE,"3,805","1,820","1,985"
MOKUBO,"12,137","5,649","6,488"
EBEREGE,"2,183","1,011","1,172"
MOKUBO,"9,954","4,638","5,316"
NYAMECHEO,"9,032","4,336","4,696"
KIABUGESI,"2,527","1,232","1,295"
NYAMECHEO,"6,505","3,104","3,401"
KISII CENTRAL,"166,906","81,330","85,573"
BOSONGO,"17,063","8,605","8,458"
BOBARACHO,"3,641","1,766","1,875"
BOBARACHO,"3,641","1,766","1,875"
BOSONGO,"13,422","6,839","6,583"
KISII TOWN,"13,422","6,839","6,583"
KEUMBU,"58,369","27,841","30,528"
BIRONGO,"11,048","5,187","5,861"
BIOMBE,"5,678","2,672","3,006"
BIRONGO,"1,836",890,946
BOMWAGI,"3,534","1,625","1,909"
IBENO,"13,318","6,348","6,970"
CHIRICHIRO,"1,349",643,706
KABOSI,"3,123","1,451","1,672"
KIEMENYINGA,"2,109",999,"1,110"
KIRWA,"3,566","1,756","1,810"
NYAMECHEO,"3,171","1,499","1,672"
KERERA,"8,706","4,171","4,535"
GESERE,"2,094","1,027","1,067"
KERERA,"2,465","1,138","1,327"
NYAMAGWA,"2,053",997,"1,056"
RIANGABI,"2,094","1,009","1,085"
KEUMBU,"11,620","5,527","6,093"
NYAMWARE,"5,098","2,472","2,626"
RIONDONGA,"6,522","3,055","3,467"
TARACHA,"13,677","6,608","7,069"
IRONDI,"3,751","1,799","1,952"
NYABIOSI,"3,775","1,826","1,949"
TARACHA,"6,151","2,983","3,168"
KIOGORO,"91,474","44,884","46,587"
BOSONGO,"22,668","11,516","11,150"
NYAMAGE,"3,307","1,730","1,576"
KIONGANYO,"14,787","7,559","7,227"
NYANCHWA/NYANSANCHA,"4,574","2,227","2,347"
KEGATI,"12,633","6,086","6,547"
KEGATI,"4,012","1,956","2,056"
NYAMEMISO,"4,340","2,077","2,263"
NYOSIA,"4,281","2,053","2,228"
KIOGORO,"6,835","3,316","3,518"
RIANYAMWAMU,"2,756","1,349","1,406"
NYAGUTA,"4,079","1,967","2,112"
MASONGO,"8,561","4,226","4,335"
MASONGO,"4,995","2,501","2,494"
OTAMBA,"3,566","1,725","1,841"
MATUNWA,"10,248","4,900","5,348"
BORONYI,"6,721","3,177","3,544"
MATUNWA,"3,527","1,723","1,804"
NYANKO,"7,445","3,651","3,794"
NYANGURU,"2,436","1,206","1,230"
RIABAMANYI,"5,009","2,445","2,564"
NYAURA,"23,084","11,189","11,895"
KIAMABUNDU,"11,626","5,613","6,013"
NYAURA,"11,458","5,576","5,882"
KISII SOUTH,"135,134","64,514","70,615"
GESONSO,"34,357","16,658","17,696"
BOGIAKUMU,"34,357","16,658","17,696"
BOGIAKUMU,"11,385","5,519","5,866"
BOMWANDA,"13,511","6,559","6,952"
BONYANDO,"9,461","4,580","4,878"
IGONGA,"24,168","11,449","12,719"
BOMARIBA,"24,168","11,449","12,719"
BOROKO,"8,370","4,018","4,352"
KEBOYE,"9,422","4,461","4,961"
BOMARIBA,"6,376","2,970","3,406"
SUNEKA,"76,609","36,407","40,200"
BOMORENDA,"28,616","13,647","14,969"
BOMAKOMBI,"8,303","3,916","4,387"
BOMWANCHA,"3,996","1,940","2,056"
BONYANCHAIRE,"9,366","4,478","4,888"
BONYAORO,"6,951","3,313","3,638"
IYABE,"23,911","11,252","12,658"
BOKEIRE,"8,098","3,755","4,343"
BOMOKORA,"15,813","7,497","8,315"
RIANA,"24,082","11,508","12,573"
NYAMWARI,"11,824","5,657","6,167"
BOGITAA,"12,258","5,851","6,406"
KITUTU CENTRAL,"154,175","74,608","79,561"
MOSOCHO,"154,175","74,608","79,561"
TOWNSHIP,"58,556","28,672","29,880"
MWAMOSIOMA,"37,338","18,346","18,989"
TOWNSHIP,"21,218","10,326","10,891"
BOGUSERO NORTH,"14,828","7,003","7,825"
MATIEKO,"9,537","4,523","5,014"
SANTA,"5,291","2,480","2,811"
BOGUSERO SOUTH,"14,840","7,104","7,736"
BIGEGE,"7,317","3,515","3,802"
RAGANGA,"7,523","3,589","3,934"
NYAKOE,"22,417","10,872","11,543"
BONYAGATANYI,"9,788","4,722","5,065"
IRANDA,"12,629","6,150","6,478"
NYATIEKO,"22,434","10,829","11,605"
MWAMANWA,"10,242","4,923","5,319"
MWAMOSIOMA,"12,192","5,906","6,286"
BOGEKA,"15,954","7,693","8,261"
GESONI,"8,948","4,358","4,590"
MOGUSI,"7,006","3,335","3,671"
NYANGURU,"5,146","2,435","2,711"
RIETEBA,"2,871","1,338","1,533"
NYAGISAI,"2,275","1,097","1,178"
MARANI,"107,464","50,598","56,864"
KEGOGI,"20,678","9,717","10,961"
KEGOGI,"10,084","4,684","5,400"
NGOKORO,"6,096","2,789","3,307"
NYAKOORA,"3,988","1,895","2,093"
METEMBE,"10,594","5,033","5,561"
METEMBE,"5,798","2,812","2,986"
OMOENGA,"4,796","2,221","2,575"
MARANI,"58,062","27,422","30,638"
KIONGANYO,"4,811","2,233","2,578"
ENGOTO GOTI,"2,162","1,009","1,153"
KIONGANYO,"2,649","1,224","1,425"
MWAGICHANA,"6,509","3,072","3,437"
KIOMOONCHA,"3,408","1,614","1,794"
RIKENYE,"3,101","1,458","1,643"
MWAGICHANA EAST,"11,073","5,198","5,875"
